format	excluded	sequence_id	source_name	gb_gi_number	gb_primary_accession	gb_accession_version	gb_locus	gb_length	gb_lab_construct	gb_organism	gb_isolate	gb_taxonomy	gb_host	gb_country	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_create_date	gb_update_date	gb_serotype	gb_topotype	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells
GENBANK_XML	no	914340945	ncbi-curated	914340945	KP821574	KP821574.1	KP821574	1637	NULL	Bluetongue virus 9	TUR2000/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	16/08/2015	16/08/2015	9	NULL	field	Manisa	NULL	E2BHK9	Mammalian
GENBANK_XML	no	914340947	ncbi-curated	914340947	KP821575	KP821575.1	KP821575	1637	NULL	Bluetongue virus 9	TUR2001/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Turkey	2001	JAN	NULL	16/08/2015	16/08/2015	9	NULL	field	Aydin	blood	E1BHK1V1BHK1	Mammalian
GENBANK_XML	no	914340949	ncbi-curated	914340949	KP821576	KP821576.1	KP821576	1637	NULL	Bluetongue virus 14	CAR1982/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Cameroon	1982	JAN	14	16/08/2015	16/08/2015	14	NULL	field	NULL	NULL	E2BHK3	Mammalian
GENBANK_XML	no	914340951	ncbi-curated	914340951	KP821577	KP821577.1	KP821577	1637	NULL	Bluetongue virus 14	POL2012/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Poland	2012	JAN	NULL	16/08/2015	16/08/2015	14	NULL	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian
GENBANK_XML	no	914340953	ncbi-curated	914340953	KP821578	KP821578.1	KP821578	1637	NULL	Bluetongue virus 14	RUS2011/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Russia	2011	SEP	NULL	16/08/2015	16/08/2015	14	NULL	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian
GENBANK_XML	no	914340955	ncbi-curated	914340955	KP821579	KP821579.1	KP821579	1637	NULL	Bluetongue virus 14	SPA2012/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2012	AUG	NULL	16/08/2015	16/08/2015	14	NULL	field	NULL	blood	E1BHK1V2	Mammalian
GENBANK_XML	no	914340957	ncbi-curated	914340957	KP821580	KP821580.1	KP821580	1641	NULL	Bluetongue virus 15	ISR2006/11	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Israel	2006	NOV	17	16/08/2015	16/08/2015	15	NULL	field	Yachini	NULL	CE1BHK1	Mammalian
GENBANK_XML	no	914340959	ncbi-curated	914340959	KP821581	KP821581.1	KP821581	1637	NULL	Bluetongue virus 8	NET2006/11	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Netherlands	NULL	NULL	NULL	16/08/2015	16/08/2015	8	NULL	vaccine inactivated	NULL	NULL	NULL	NULL
GENBANK_XML	no	914340961	ncbi-curated	914340961	KP821582	KP821582.1	KP821582	1637	NULL	Bluetongue virus 5	RSArrrr/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1953	NULL	NULL	16/08/2015	16/08/2015	5	NULL	reference	Machadodorp-Transvaal	NULL	E2BHK6	Mammalian
GENBANK_XML	no	914340963	ncbi-curated	914340963	KP821583	KP821583.1	KP821583	1645	NULL	Bluetongue virus 12	RSArrrr/12	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1941	NULL	NULL	16/08/2015	16/08/2015	12	NULL	reference	Pretoria-Transvaal	NULL	E1BHK7	Mammalian
GENBANK_XML	no	914340965	ncbi-curated	914340965	KP821584	KP821584.1	KP821584	1156	NULL	Bluetongue virus 8	FRA2008/27	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	AUG	24	16/08/2015	16/08/2015	8	NULL	field	Lagruere-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian
GENBANK_XML	no	914340967	ncbi-curated	914340967	KP821585	KP821585.1	KP821585	1156	NULL	Bluetongue virus 8	FRA2008/28	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	AUG	22	16/08/2015	16/08/2015	8	NULL	field	Romestaing-Lot et Garonne-Aquitaine	blood	E1BHK3	Mammalian
GENBANK_XML	no	914340969	ncbi-curated	914340969	KP821586	KP821586.1	KP821586	1156	NULL	Bluetongue virus 8	FRA2008/29	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	SEP	21	16/08/2015	16/08/2015	8	NULL	field	Bieujac-Gironde-Aquitaine	blood	E1BHK3	Mammalian
GENBANK_XML	no	914340971	ncbi-curated	914340971	KP821587	KP821587.1	KP821587	1156	NULL	Bluetongue virus 14	RSArrrr/14	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1959	NULL	NULL	16/08/2015	16/08/2015	14	NULL	reference	Ermelo-Transvaal-Natal	NULL	E1BHK11	Mammalian
GENBANK_XML	no	914340973	ncbi-curated	914340973	KP821588	KP821588.1	KP821588	1155	NULL	Bluetongue virus 15	RSArrrr/15	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	South Africa	1960	NULL	NULL	16/08/2015	16/08/2015	15	NULL	reference	Ermelo-Onderstepoort	NULL	E1LK6BHK6	Mammalian
GENBANK_XML	no	914340975	ncbi-curated	914340975	KP821589	KP821589.1	KP821589	1156	NULL	Bluetongue virus 16	CYP2004/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2004	FEB	12	16/08/2015	16/08/2015	16	NULL	field	Ammochostos-Achna	blood	VIBHK4	Mammalian
GENBANK_XML	no	914340977	ncbi-curated	914340977	KP821590	KP821590.1	KP821590	1156	NULL	Bluetongue virus 16	CYP2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Cyprus	2006	OCT	NULL	16/08/2015	16/08/2015	16	NULL	field	Athalassa	blood	E1BHK2	Mammalian
GENBANK_XML	no	914340979	ncbi-curated	914340979	KP821591	KP821591.1	KP821591	1156	NULL	Bluetongue virus 16	CYP2010/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Cyprus	2010	NOV	18	16/08/2015	16/08/2015	16	NULL	field	Nicosia	blood	KC1	Culicoides
GENBANK_XML	no	914340981	ncbi-curated	914340981	KP821592	KP821592.1	KP821592	1156	NULL	Bluetongue virus 16	COR2004/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2004	NULL	NULL	16/08/2015	16/08/2015	16	NULL	field	Corsica	blood	E1BHK3	Mammalian
GENBANK_XML	no	914340983	ncbi-curated	914340983	KP821593	KP821593.1	KP821593	1156	NULL	Bluetongue virus 16	GRE1999/13	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	1999	AUG	19	16/08/2015	16/08/2015	16	NULL	field	Damatria-Rhodes	blood	E2BHK11	Mammalian
GENBANK_XML	no	914340985	ncbi-curated	914340985	KP821594	KP821594.1	KP821594	1156	NULL	Bluetongue virus 16	GRE2008/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2008	OCT	NULL	16/08/2015	16/08/2015	16	NULL	field	Madamados-Lesvos	blood	KC1	Culicoides
GENBANK_XML	no	914340987	ncbi-curated	914340987	KP821595	KP821595.1	KP821595	1156	NULL	Bluetongue virus 16	ISR2001/18	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Israel	2001	FEB	27	16/08/2015	16/08/2015	16	NULL	field	Yokneam	NULL	E1BHK4	Mammalian
GENBANK_XML	no	914340989	ncbi-curated	914340989	KP821596	KP821596.1	KP821596	1156	NULL	Bluetongue virus 16	ISR2008/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Capra hircus	Israel	2008	OCT	24	16/08/2015	16/08/2015	16	NULL	field	Ein Kamonim	spleen	E1BHK2	Mammalian
GENBANK_XML	no	914340991	ncbi-curated	914340991	KP821597	KP821597.1	KP821597	1156	NULL	Bluetongue virus 16	RSAvvvv/16	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1960	NULL	NULL	16/08/2015	16/08/2015	16	NULL	vaccine	Hazara-West Pakistan	NULL	E37P3BHK2V1BHK1	Mammalian
GENBANK_XML	no	914340993	ncbi-curated	914340993	KP821598	KP821598.1	KP821598	1156	NULL	Bluetongue virus 16	TUR2000/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	16/08/2015	16/08/2015	16	NULL	field	Seferihisar-Ismir	NULL	E3BHK9	Mammalian
GENBANK_XML	no	914340995	ncbi-curated	914340995	KP821599	KP821599.1	KP821599	1156	NULL	Bluetongue virus 1	ALG2006/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Algeria	2006	AUG	NULL	16/08/2015	16/08/2015	1	NULL	field	Berrouaghia-Media	spleen	E1BHK2	Mammalian
GENBANK_XML	no	914340997	ncbi-curated	914340997	KP821600	KP821600.1	KP821600	1156	NULL	Bluetongue virus 1	ALG2006/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Algeria	2006	AUG	24	16/08/2015	16/08/2015	1	NULL	field	Berrouaghia-Media	blood	KC3	Culicoides
GENBANK_XML	no	914340999	ncbi-curated	914340999	KP821601	KP821601.1	KP821601	1156	NULL	Bluetongue virus 1	ALG2008/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Algeria	2008	NOV	2	16/08/2015	16/08/2015	1	NULL	field	Laghouat-Dakhla	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	914341001	ncbi-curated	914341001	KP821602	KP821602.1	KP821602	1156	NULL	Bluetongue virus 1	CAR1982/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cameroon	1982	OCT	29	16/08/2015	16/08/2015	1	NULL	field	NULL	NULL	E1BHK3	Mammalian
GENBANK_XML	no	914341003	ncbi-curated	914341003	KP821603	KP821603.1	KP821603	1156	NULL	Bluetongue virus 1	FRA2008/21	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	JUL	9	16/08/2015	16/08/2015	1	NULL	field	Beyrie-en-Bearn-Pyrenees Atlantiques-Aquitaine	blood	E1BHK5	Mammalian
GENBANK_XML	no	914341005	ncbi-curated	914341005	KP821604	KP821604.1	KP821604	1156	NULL	Bluetongue virus 1	FRA2008/22	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2008	AUG	19	16/08/2015	16/08/2015	1	NULL	field	Pinderes-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian
GENBANK_XML	no	914341007	ncbi-curated	914341007	KP821605	KP821605.1	KP821605	1156	NULL	Bluetongue virus 1	FRA2008/23	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	SEP	17	16/08/2015	16/08/2015	1	NULL	field	Faurilles-Dordogne-Aquitaine	blood	E1BHK3	Mammalian
GENBANK_XML	no	914341009	ncbi-curated	914341009	KP821606	KP821606.1	KP821606	1156	NULL	Bluetongue virus 1	FRA2008/25	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	AUG	18	16/08/2015	16/08/2015	1	NULL	field	Pouylebon-Gascony-Midi-Pyrennes	blood	E1BHK3	Mammalian
GENBANK_XML	no	914341011	ncbi-curated	914341011	KP821607	KP821607.1	KP821607	1156	NULL	Bluetongue virus 1	FRA2008/26	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	France	2008	OCT	2	16/08/2015	16/08/2015	1	NULL	field	Camaret sur mer-Finistere-Brittany	blood	E1BHK3	Mammalian
GENBANK_XML	no	914341013	ncbi-curated	914341013	KP821608	KP821608.1	KP821608	1156	NULL	Bluetongue virus 1	GIB2007/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Gibraltar	2007	OCT	5	16/08/2015	16/08/2015	1	NULL	field	NULL	blood	KC2	Culicoides
GENBANK_XML	no	914341015	ncbi-curated	914341015	KP821609	KP821609.1	KP821609	1154	NULL	Bluetongue virus 1	GRE2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2001	OCT	15	16/08/2015	16/08/2015	1	NULL	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian
GENBANK_XML	no	914341017	ncbi-curated	914341017	KP821610	KP821610.1	KP821610	1154	NULL	Bluetongue virus 1	GRE2001/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2001	DEC	31	16/08/2015	16/08/2015	1	NULL	field	Smiksi-Grevena	spleen	BHK10	Mammalian
GENBANK_XML	no	914341019	ncbi-curated	914341019	KP821611	KP821611.1	KP821611	1154	NULL	Bluetongue virus 1	GRE2001/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2001	NOV	16	16/08/2015	16/08/2015	1	NULL	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian
GENBANK_XML	no	914341021	ncbi-curated	914341021	KP821612	KP821612.1	KP821612	1156	NULL	Bluetongue virus 1	LIB2007/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Libya	2007	AUG	2	16/08/2015	16/08/2015	1	NULL	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	914341023	ncbi-curated	914341023	KP821613	KP821613.1	KP821613	1156	NULL	Bluetongue virus 1	MOR2006/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2006	OCT	NULL	16/08/2015	16/08/2015	1	NULL	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian
GENBANK_XML	no	914341025	ncbi-curated	914341025	KP821614	KP821614.1	KP821614	1156	NULL	Bluetongue virus 1	MOR2007/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2007	JUL	2	16/08/2015	16/08/2015	1	NULL	field	Khouribga	blood	KC1	Culicoides
GENBANK_XML	no	914341027	ncbi-curated	914341027	KP821615	KP821615.1	KP821615	1156	NULL	Bluetongue virus 1	MOR2007/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2007	JUL	19	16/08/2015	16/08/2015	1	NULL	field	Settat	blood	KC1	Culicoides
GENBANK_XML	no	914341029	ncbi-curated	914341029	KP821616	KP821616.1	KP821616	1156	NULL	Bluetongue virus 1	MOR2007/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2007	JUL	2	16/08/2015	16/08/2015	1	NULL	field	Rabat	blood	KC1	Culicoides
GENBANK_XML	no	914341031	ncbi-curated	914341031	KP821617	KP821617.1	KP821617	1156	NULL	Bluetongue virus 1	MOR2007/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2007	JUL	2	16/08/2015	16/08/2015	1	NULL	field	Kenitra	blood	KC1	Culicoides
GENBANK_XML	no	914341033	ncbi-curated	914341033	KP821618	KP821618.1	KP821618	1156	NULL	Bluetongue virus 1	MOR2009/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	SEP	18	16/08/2015	16/08/2015	1	NULL	field	Fes	blood	KC1	Culicoides
GENBANK_XML	no	914341035	ncbi-curated	914341035	KP821619	KP821619.1	KP821619	1156	NULL	Bluetongue virus 1	MOR2009/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	SEP	25	16/08/2015	16/08/2015	1	NULL	field	Fes	blood	KC1	Culicoides
GENBANK_XML	no	914341037	ncbi-curated	914341037	KP821620	KP821620.1	KP821620	1156	NULL	Bluetongue virus 1	MOR2009/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	SEP	25	16/08/2015	16/08/2015	1	NULL	field	Marrakesh	blood	KC1	Culicoides
GENBANK_XML	no	914341039	ncbi-curated	914341039	KP821621	KP821621.1	KP821621	1156	NULL	Bluetongue virus 1	RSAvvvv/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	NULL	NULL	16/08/2015	16/08/2015	1	NULL	vaccine	Biggarsberg-Vryheid-Natal	NULL	E50P3BHK7	Mammalian
GENBANK_XML	no	914341041	ncbi-curated	914341041	KP821622	KP821622.1	KP821622	1156	NULL	Bluetongue virus 1	SPA2007/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2007	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Cordova	blood	E1C6/36 1BHK4	Mammalian
GENBANK_XML	no	914341043	ncbi-curated	914341043	KP821623	KP821623.1	KP821623	1156	NULL	Bluetongue virus 1	SPA2007/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2007	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian
GENBANK_XML	no	914341045	ncbi-curated	914341045	KP821624	KP821624.1	KP821624	1156	NULL	Bluetongue virus 1	SPA2008/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Spain	2008	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Asturias	blood	E1C6/36 1BHK4	Mammalian
GENBANK_XML	no	914341047	ncbi-curated	914341047	KP821625	KP821625.1	KP821625	1156	NULL	Bluetongue virus 1	SPA2009/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2009	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Galicia	blood	E1C6/36 1BHK5	Mammalian
GENBANK_XML	no	914341049	ncbi-curated	914341049	KP821626	KP821626.1	KP821626	1156	NULL	Bluetongue virus 1	SUD1987/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Sudan	1987	APR	16	16/08/2015	16/08/2015	1	NULL	field	NULL	Culicoides imicola	E2BHK2PP1BHK2	Mammalian
GENBANK_XML	no	914341051	ncbi-curated	914341051	KP821627	KP821627.1	KP821627	1156	NULL	Bluetongue virus 1	TUN2007/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Tunisia	2007	SEP	NULL	16/08/2015	16/08/2015	1	NULL	field	NULL	blood	KC1	Culicoides
GENBANK_XML	no	914341053	ncbi-curated	914341053	KP821628	KP821628.1	KP821628	1154	NULL	Bluetongue virus 2	FRA2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	France	2001	JUL	31	16/08/2015	16/08/2015	2	NULL	field	Corsica	NULL	V1BHK5	Mammalian
GENBANK_XML	no	914341055	ncbi-curated	914341055	KP821629	KP821629.1	KP821629	1154	NULL	Bluetongue virus 2	FRA2001/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2001	SEP	12	16/08/2015	16/08/2015	2	NULL	field	Corsica	blood	BHK3	Mammalian
GENBANK_XML	no	914341057	ncbi-curated	914341057	KP821630	KP821630.1	KP821630	1154	NULL	Bluetongue virus 2	FRA2001/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2001	SEP	2	16/08/2015	16/08/2015	2	NULL	field	Corsica	blood	E1BHK2	Mammalian
GENBANK_XML	no	914341059	ncbi-curated	914341059	KP821631	KP821631.1	KP821631	1154	NULL	Bluetongue virus 2	ISR2001/17	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Israel	2001	FEB	27	16/08/2015	16/08/2015	2	NULL	field	Yokneam	spleen	E1BHK5	Mammalian
GENBANK_XML	no	914341061	ncbi-curated	914341061	KP821632	KP821632.1	KP821632	1154	NULL	Bluetongue virus 2	ITL2002/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides pulicaris	Italy	2002	JUL	18	16/08/2015	16/08/2015	2	NULL	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian
GENBANK_XML	no	914341063	ncbi-curated	914341063	KP821633	KP821633.1	KP821633	1155	NULL	Bluetongue virus 2	ITL2002/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2002	JUL	18	16/08/2015	16/08/2015	2	NULL	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian
GENBANK_XML	no	914341065	ncbi-curated	914341065	KP821634	KP821634.1	KP821634	1154	NULL	Bluetongue virus 2	RSArrrr/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1959	NULL	NULL	16/08/2015	16/08/2015	2	NULL	reference	Ermelo-Transvaal	NULL	E2BHK7	Mammalian
GENBANK_XML	no	914341067	ncbi-curated	914341067	KP821635	KP821635.1	KP821635	1154	NULL	Bluetongue virus 2	RSAvvvv/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	NULL	NULL	16/08/2015	16/08/2015	2	NULL	vaccine	Transvaal	NULL	E50P3BHK5	Mammalian
GENBANK_XML	no	914341069	ncbi-curated	914341069	KP821636	KP821636.1	KP821636	1155	NULL	Bluetongue virus 2	SAD2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2001	DEC	29	16/08/2015	16/08/2015	2	NULL	field	Sardinia	spleen	E1BHK2	Mammalian
GENBANK_XML	no	914341071	ncbi-curated	914341071	KP821637	KP821637.1	KP821637	1155	NULL	Bluetongue virus 2	SAD2001/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2001	DEC	29	16/08/2015	16/08/2015	2	NULL	field	Sardinia	spleen	E1BHK3	Mammalian
GENBANK_XML	no	914341073	ncbi-curated	914341073	KP821638	KP821638.1	KP821638	1155	NULL	Bluetongue virus 2	SAD2002/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2002	JAN	2	16/08/2015	16/08/2015	2	NULL	field	Sardinia	blood	E1BHK3	Mammalian
GENBANK_XML	no	914341075	ncbi-curated	914341075	KP821639	KP821639.1	KP821639	1154	NULL	Bluetongue virus 2	SPA2005/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2005	JUL	11	16/08/2015	16/08/2015	2	NULL	field	NULL	blood	E1BHK2	Mammalian
GENBANK_XML	no	914341077	ncbi-curated	914341077	KP821640	KP821640.1	KP821640	1157	NULL	Bluetongue virus 2	SUD1983/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp.	Sudan	1983	OCT	NULL	16/08/2015	16/08/2015	2	NULL	field	Nyala	Culicoides spp	LD3BHK5	Mammalian
GENBANK_XML	no	914341079	ncbi-curated	914341079	KP821641	KP821641.1	KP821641	1155	NULL	Bluetongue virus 2	TUN2000/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Tunisia	2000	FEB	3	16/08/2015	16/08/2015	2	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	914341081	ncbi-curated	914341081	KP821642	KP821642.1	KP821642	1156	NULL	Bluetongue virus 3	CYP1958/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Cyprus	1958	MAR	NULL	16/08/2015	16/08/2015	3	NULL	field	NULL	NULL	BHK?	Mammalian
GENBANK_XML	no	914341083	ncbi-curated	914341083	KP821643	KP821643.1	KP821643	1156	NULL	Bluetongue virus 3	RSArrrr/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1943	NULL	NULL	16/08/2015	16/08/2015	3	NULL	reference	Larnaca-Cyprus	NULL	E1BHK6	Mammalian
GENBANK_XML	no	914341085	ncbi-curated	914341085	KP821644	KP821644.1	KP821644	1156	NULL	Bluetongue virus 4	CYP1969/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Cyprus	1969	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	NULL	blood	BHK8	Mammalian
GENBANK_XML	no	914341087	ncbi-curated	914341087	KP821645	KP821645.1	KP821645	1156	NULL	Bluetongue virus 4	CYP2004/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2004	FEB	12	16/08/2015	16/08/2015	4	NULL	field	Ammochostos	spleen	CPAE1BHK6	Mammalian
GENBANK_XML	no	914341089	ncbi-curated	914341089	KP821646	KP821646.1	KP821646	1156	NULL	Bluetongue virus 4	CYP2011/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	20	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	914341091	ncbi-curated	914341091	KP821647	KP821647.1	KP821647	1156	NULL	Bluetongue virus 4	CYP2011/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	20	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	914341093	ncbi-curated	914341093	KP821648	KP821648.1	KP821648	1156	NULL	Bluetongue virus 4	CYP2011/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	20	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	914341095	ncbi-curated	914341095	KP821649	KP821649.1	KP821649	1156	NULL	Bluetongue virus 4	CYP2011/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	21	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	914341097	ncbi-curated	914341097	KP821650	KP821650.1	KP821650	1156	NULL	Bluetongue virus 4	CYP2011/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	21	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
