sequence_id	gb_primary_accession	gb_locus	gb_segment	gb_segment_corrected	gb_isolate	gb_isolate_corrected	gb_host	gb_host_corrected	gb_country	gb_country_corrected	gb_collection_year	gb_collection_year_corrected	gb_collection_month	gb_collection_month_corrected	gb_collection_month_day	gb_collection_month_day_corrected	gb_serotype	gb_serotype_corrected
KP821828	KP821828	KP821828	9		15RSArrrr/15		Bos taurus		South Africa		1960						15	
KP821829	KP821829	KP821829	9		16CYP2004/01		Ovis aries		Cyprus		2004						16	
KP821830	KP821830	KP821830	9		16CYP2006/01		Bos taurus		Cyprus		2006						16	
KP821831	KP821831	KP821831	9		16CYP2010/03		Bos taurus		Cyprus		2010						16	
KP821832	KP821832	KP821832	9		16COR2004/01		Ovis aries		France		2004						16	
KP821833	KP821833	KP821833	9		16GRE1999/13		Ovis aries		Greece		1999						16	
KP821834	KP821834	KP821834	9		16GRE2008/10		Ovis aries		Greece		2008						16	
KP821835	KP821835	KP821835	9		16ISR2001/18		Ovis aries		Israel		2001						16	
KP821836	KP821836	KP821836	9		16ISR2001/18w		Ovis aries		Israel		2001						16	
KP821837	KP821837	KP821837	9		16ISR2008/03		Capra hircus		Israel		2008						16	
KP821838	KP821838	KP821838	9		16RSAvvvv/16		Ovis aries		South Africa		1960						16	
KP821839	KP821839	KP821839	9		16TUR2000/01				Turkey		2000						16	
KP821840	KP821840	KP821840	9		1ALG2006/01		Ovis aries		Algeria		2006						1	
KP821841	KP821841	KP821841	9		1ALG2006/04		Ovis aries		Algeria		2006						1	
KP821842	KP821842	KP821842	9		1ALG2008/10		Ovis aries		Algeria		2008						1	
KP821843	KP821843	KP821843	9		1CAR1982/01		Ovis aries		Cameroon		1982						1	
KP821844	KP821844	KP821844	9		1FRA2008/21		Bos taurus		France		2008						1	
KP821845	KP821845	KP821845	9		1FRA2008/22		Ovis aries		France		2008						1	
KP821846	KP821846	KP821846	9		1FRA2008/23		Bos taurus		France		2008						1	
KP821847	KP821847	KP821847	9		1FRA2008/25		Bos taurus		France		2008						1	
KP821848	KP821848	KP821848	9		1FRA2008/26		Bos taurus		France		2008						1	
KP821849	KP821849	KP821849	9		1GIB2007/06		Ovis aries		Gibraltar		2007						1	
KP821850	KP821850	KP821850	9		1GRE2001/01		Ovis aries		Greece		2001						1	
KP821851	KP821851	KP821851	9		1GRE2001/06		Ovis aries		Greece		2001						1	
KP821852	KP821852	KP821852	9		1GRE2001/10		Ovis aries		Greece		2001						1	
KP821853	KP821853	KP821853	9		1LIB2007/06		Ovis aries		Libya		2007						1	
KP821854	KP821854	KP821854	9		1MOR2006/06		Ovis aries		Morocco		2006						1	
KP821855	KP821855	KP821855	9		1MOR2007/01		Ovis aries		Morocco		2007						1	
KP821856	KP821856	KP821856	9		1MOR2007/02		Ovis aries		Morocco		2007						1	
KP821857	KP821857	KP821857	9		1MOR2007/03		Ovis aries		Morocco		2007						1	
KP821858	KP821858	KP821858	9		1MOR2007/04		Ovis aries		Morocco		2007						1	
KP821859	KP821859	KP821859	9		1MOR2009/01		Ovis aries		Morocco		2009						1	
KP821860	KP821860	KP821860	9		1MOR2009/04		Ovis aries		Morocco		2009						1	
KP821861	KP821861	KP821861	9		1MOR2009/06		Ovis aries		Morocco		2009						1	
KP821862	KP821862	KP821862	9		1RSAvvvv/01		Ovis aries		South Africa		1958						1	
KP821863	KP821863	KP821863	9		1SPA2007/04		Bos taurus		Spain		2007						1	
KP821864	KP821864	KP821864	9		1SPA2007/05		Bos taurus		Spain		2007						1	
KP821865	KP821865	KP821865	9		1SPA2008/01		Ovis aries		Spain		2008						1	
KP821866	KP821866	KP821866	9		1SPA2009/01		Bos taurus		Spain		2009						1	
KP821867	KP821867	KP821867	9		1SUD1987/01				Sudan		1987						1	
KP821868	KP821868	KP821868	9		1TUN2007/01		Ovis aries		Tunisia		2007						1	
KP821869	KP821869	KP821869	9		2FRA2001/01				France		2001						2	
KP821870	KP821870	KP821870	9		2FRA2001/03		Ovis aries		France		2001						2	
KP821871	KP821871	KP821871	9		2FRA2001/06		Ovis aries		France		2001						2	
KP821872	KP821872	KP821872	9		2ISR2001/17		Ovis aries		Israel		2001						2	
KP821873	KP821873	KP821873	9		2ITL2002/02		Culicoides pulicaris		Italy		2002						2	
KP821874	KP821874	KP821874	9		2ITL2002/07		Ovis aries		Italy		2002						2	
KP821875	KP821875	KP821875	9		2RSAvvvv/02		Ovis aries		South Africa		1958						2	
KP821876	KP821876	KP821876	9		2SAD2001/01		Ovis aries		Italy		2001						2	
KP821877	KP821877	KP821877	9		2SAD2001/03		Ovis aries		Italy		2001						2	
KP821878	KP821878	KP821878	9		2SAD2002/02		Ovis aries		Italy		2002						2	
KP821879	KP821879	KP821879	9		2SPA2005/01		Bos taurus		Spain		2005						2	
KP821880	KP821880	KP821880	9		2SUD1983/05		Culicoides sp.		Sudan		1983						2	
KP821881	KP821881	KP821881	9		2TUN2000/01				Tunisia		2000						2	
KP821882	KP821882	KP821882	9		3CYP1958/01				Cyprus		1958						3	
KP821883	KP821883	KP821883	9		3RSArrrr/03		Ovis aries		South Africa		1943						3	
KP821884	KP821884	KP821884	9		4CYP1969/01		Bos taurus		Cyprus		1969						4	
KP821885	KP821885	KP821885	9		4CYP2004/03		Ovis aries		Cyprus		2004						4	
KP821886	KP821886	KP821886	9		4CYP2011/01		Ovis aries		Cyprus		2011						4	
KP821887	KP821887	KP821887	9		4CYP2011/02		Ovis aries		Cyprus		2011						4	
KP821888	KP821888	KP821888	9		4CYP2011/03		Ovis aries		Cyprus		2011						4	
KP821889	KP821889	KP821889	9		4CYP2011/04		Ovis aries		Cyprus		2011						4	
KP821890	KP821890	KP821890	9		4CYP2011/05		Ovis aries		Cyprus		2011						4	
KP821891	KP821891	KP821891	9		4EGY1977/01				Egypt		1977						4	
KP821892	KP821892	KP821892	9		4FRA2003/01				France		2003						4	
KP821893	KP821893	KP821893	9		4FRA2003-03.124				France		2003						4	
KP821894	KP821894	KP821894	9		4FRA2003-200				France		2003						4	
KP821895	KP821895	KP821895	9		4GRE1979/01		Ovis aries		Greece		1979						4	
KP821896	KP821896	KP821896	9		4GRE1999/24		Ovis aries		Greece		1999						4	
KP821897	KP821897	KP821897	9		4GRE1999/26		Culicoides obsoletus		Greece		1999						4	
KP821898	KP821898	KP821898	9		4GRE2000/07		Ovis aries		Greece		2000						4	
KP821899	KP821899	KP821899	9		4GRE2000/08		Culicoides obsoletus		Greece		2000						4	
KP821900	KP821900	KP821900	9		4GRE2012/01		Ovis aries		Greece		2012						4	
KP821901	KP821901	KP821901	9		4GRE2012/02		Ovis aries		Greece		2012						4	
KP821902	KP821902	KP821902	9		4GRE2012/03		Ovis aries		Greece		2012						4	
KP821903	KP821903	KP821903	9		4ISR2006/12		Ovis aries		Israel		2006						4	
KP821904	KP821904	KP821904	9		4ISR2008/02		Bos taurus		Israel		2008						4	
KP821905	KP821905	KP821905	9		4MOR2004/02		Ovis aries		Morocco		2004						4	
KP821906	KP821906	KP821906	9		4MOR2009/07		Ovis aries		Morocco		2009						4	
KP821907	KP821907	KP821907	9		4MOR2009/08		Ovis aries		Morocco		2009						4	
KP821908	KP821908	KP821908	9		4MOR2009/09		Ovis aries		Morocco		2009						4	
KP821909	KP821909	KP821909	9		4MOR2009/10		Ovis aries		Morocco		2009						4	
KP821910	KP821910	KP821910	9		4RSArrrr/04		Ovis aries		South Africa		1969						4	
KP821911	KP821911	KP821911	9		4SPA2003/03		Ovis aries		Spain		2003						4	
KP821912	KP821912	KP821912	9		4SPA2004/02		Ovis aries		Spain		2004						4	
KP821913	KP821913	KP821913	9		4SPA2005/02		Bos taurus		Spain		2005						4	
KP821914	KP821914	KP821914	9		4SPA2010/01		Bos taurus		Spain		2010						4	
KP821915	KP821915	KP821915	9		4SUD1983/01		Bos taurus		Sudan		1983						4	
KP821916	KP821916	KP821916	9		8ISR2008/13		Bos taurus		Israel		2008						8	
KP821917	KP821917	KP821917	9		8GRE2008/01		Ovis aries		Greece		2008						8	
KP821918	KP821918	KP821918	9		8NET2008/03		Bos taurus		Netherlands		2008						8	
KP821919	KP821919	KP821919	9		8RSA1998/01		Capra hircus		South Africa		1998						8	
KP821920	KP821920	KP821920	9		8RSArrrr/08		Ovis aries		South Africa		1937						8	
KP821921	KP821921	KP821921	9		8UKG2007/06		Bos taurus		United Kingdom		2007						8	
KP821922	KP821922	KP821922	9		9BOS2002/02		Ovis aries		Bosnia and Herzegovina		2002						9	
KP821923	KP821923	KP821923	9		9BUL1999/01				Bulgaria		1999						9	
KP821924	KP821924	KP821924	9		9GRE1998/01		Ovis aries		Greece		1998						9	
KP821925	KP821925	KP821925	9		9GRE1999/06		Ovis aries		Greece		1999						9	
KP821926	KP821926	KP821926	9		9GRE1999/31		Bos taurus		Greece		1999						9	
KP821927	KP821927	KP821927	9		9ITL2003/01		Ovis aries		Italy		2003						9	
KP821928	KP821928	KP821928	9		9KOS2001/01		Ovis aries		Kosovo		2001						9	
KP821929	KP821929	KP821929	9		9KOS2001/03		Ovis aries		Kosovo		2001						9	
KP821930	KP821930	KP821930	9		9LIB2008/08		Ovis aries		Libya		2008						9	
KP821931	KP821931	KP821931	9		9LIB2008/03		Ovis aries		Libya		2008						9	
KP821932	KP821932	KP821932	9		9RSArrrr/09		Ovis aries		South Africa		1942						9	
KP821933	KP821933	KP821933	9		9RSAvvv1/09		Ovis aries		South Africa		1942						9	
KP821934	KP821934	KP821934	9		9SER2001/01		Ovis aries		Serbia		2001						9	
KP821935	KP821935	KP821935	9		9TUR1998/02		Ovis aries		Turkey		1998						9	
KP821936	KP821936	KP821936	9		9TUR2000/03				Turkey		2000						9	
KP821937	KP821937	KP821937	9		9TUR2001/02		Ovis aries		Turkey		2001						9	
KP821938	KP821938	KP821938	9		14CAR1982/04				Cameroon		1982						14	
KP821939	KP821939	KP821939	9		14POL2012/01		Bos taurus		Poland		2012						14	
KP821940	KP821940	KP821940	9		14RUS2011/01		Bos taurus		Russia		2011						14	
KP821941	KP821941	KP821941	9		14SPA2012/01		Bos taurus		Spain		2012						14	
KP821942	KP821942	KP821942	9		15ISR2006/11		Ovis aries		Israel		2006						15	
KP821943	KP821943	KP821943	9		8 inactivated vaccine				Netherlands								8	
KP821944	KP821944	KP821944	9		RSArrrr/02		Ovis aries		South Africa		1959						2	
KP821945	KP821945	KP821945	10		FRA2008/27		Bos taurus		France		2008						8	
KP821946	KP821946	KP821946	10		FRA2008/28		Bos taurus		France		2008						8	
KP821947	KP821947	KP821947	10		FRA2008/29		Bos taurus		France		2008						8	
KP821948	KP821948	KP821948	10		RSArrrr/14		Ovis aries		South Africa		1959						14	
KP821949	KP821949	KP821949	10		RSArrrr/15		Bos taurus		South Africa		1960						15	
KP821950	KP821950	KP821950	10		CYP2004/01		Ovis aries		Cyprus		2004						16	
KP821951	KP821951	KP821951	10		CYP2006/01		Bos taurus		Cyprus		2006						16	
KP821952	KP821952	KP821952	10		CYP2010/03		Bos taurus		Cyprus		2010						16	
KP821953	KP821953	KP821953	10		COR2004/01		Ovis aries		France		2004						16	
KP821954	KP821954	KP821954	10		GRE1999/13		Ovis aries		Greece		1999						16	
KP821955	KP821955	KP821955	10		GRE2008/10		Ovis aries		Greece		2008						16	
KP821956	KP821956	KP821956	10		ISR2001/18		Ovis aries		Israel		2001						16	
KP821957	KP821957	KP821957	10		ISR2008/03		Capra hircus		Israel		2008						16	
KP821958	KP821958	KP821958	10		RSAvvvv/16		Ovis aries		South Africa		1960						16	
KP821959	KP821959	KP821959	10		TUR2000/01				Turkey		2000						16	
KP821960	KP821960	KP821960	10		ALG2006/01		Ovis aries		Algeria		2006						1	
KP821961	KP821961	KP821961	10		ALG2006/04		Ovis aries		Algeria		2006						1	
KP821962	KP821962	KP821962	10		ALG2008/10		Ovis aries		Algeria		2008						1	
KP821963	KP821963	KP821963	10		CAR1982/01		Ovis aries		Cameroon		1982						1	
KP821964	KP821964	KP821964	10		FRA2008/21		Bos taurus		France		2008						1	
KP821965	KP821965	KP821965	10		FRA2008/22		Ovis aries		France		2008						1	
KP821966	KP821966	KP821966	10		FRA2008/23		Bos taurus		France		2008						1	
KP821967	KP821967	KP821967	10		FRA2008/25		Bos taurus		France		2008						1	
KP821968	KP821968	KP821968	10		FRA2008/26		Bos taurus		France		2008						1	
KP821969	KP821969	KP821969	10		GIB2007/06		Ovis aries		Gibraltar		2007						1	
KP821970	KP821970	KP821970	10		GRE2001/01		Ovis aries		Greece		2001						1	
KP821971	KP821971	KP821971	10		GRE2001/06		Ovis aries		Greece		2001						1	
KP821972	KP821972	KP821972	10		GRE2001/10		Ovis aries		Greece		2001						1	
KP821973	KP821973	KP821973	10		LIB2007/06		Ovis aries		Libya		2007						1	
KP821974	KP821974	KP821974	10		MOR2006/06		Ovis aries		Morocco		2006						1	
KP821975	KP821975	KP821975	10		MOR2007/01		Ovis aries		Morocco		2007						1	
KP821976	KP821976	KP821976	10		MOR2007/02		Ovis aries		Morocco		2007						1	
KP821977	KP821977	KP821977	10		MOR2007/03		Ovis aries		Morocco		2007						1	
KP821978	KP821978	KP821978	10		MOR2007/04		Ovis aries		Morocco		2007						1	
KP821979	KP821979	KP821979	10		MOR2009/01		Ovis aries		Morocco		2009						1	
KP821980	KP821980	KP821980	10		MOR2009/04		Ovis aries		Morocco		2009						1	
KP821981	KP821981	KP821981	10		MOR2009/06		Ovis aries		Morocco		2009						1	
KP821982	KP821982	KP821982	10		RSAvvvv/01		Ovis aries		South Africa		1958						1	
KP821983	KP821983	KP821983	10		SPA2007/04		Bos taurus		Spain		2007						1	
KP821984	KP821984	KP821984	10		SPA2007/05		Bos taurus		Spain		2007						1	
KP821985	KP821985	KP821985	10		SPA2008/01		Ovis aries		Spain		2008						1	
KP821986	KP821986	KP821986	10		SPA2009/01		Bos taurus		Spain		2009						1	
KP821987	KP821987	KP821987	10		SUD1987/01				Sudan		1987						1	
KP821988	KP821988	KP821988	10		TUN2007/01		Ovis aries		Tunisia		2007						1	
KP821989	KP821989	KP821989	10		FRA2001/01				France		2001						2	
KP821990	KP821990	KP821990	10		FRA2001/03		Ovis aries		France		2001						2	
KP821991	KP821991	KP821991	10		FRA2001/06		Ovis aries		France		2001						2	
KP821992	KP821992	KP821992	10		ISR2001/17		Ovis aries		Israel		2001						2	
KP821993	KP821993	KP821993	10		ITL2002/02		Culicoides pulicaris		Italy		2002						2	
KP821994	KP821994	KP821994	10		ITL2002/07		Ovis aries		Italy		2002						2	
KP821995	KP821995	KP821995	10		RSArrrr/02		Ovis aries		South Africa		1959						2	
KP821996	KP821996	KP821996	10		RSAvvvv/02		Ovis aries		South Africa		1958						2	
KP821997	KP821997	KP821997	10		SAD2001/01		Ovis aries		Italy		2001						2	
KP821998	KP821998	KP821998	10		SAD2001/03		Ovis aries		Italy		2001						2	
KP821999	KP821999	KP821999	10		SAD2002/02		Ovis aries		Italy		2002						2	
KP822000	KP822000	KP822000	10		SPA2005/01		Bos taurus		Spain		2005						2	
KP822001	KP822001	KP822001	10		SUD1983/05		Culicoides sp.		Sudan		1983						2	
KP822002	KP822002	KP822002	10		TUN2000/01				Tunisia		2000						2	
KP822003	KP822003	KP822003	10		CYP1958/01				Cyprus		1958						3	
KP822004	KP822004	KP822004	10		RSArrrr/03		Ovis aries		South Africa		1943						3	
KP822005	KP822005	KP822005	10		CYP1969/01		Bos taurus		Cyprus		1969						4	
KP822006	KP822006	KP822006	10		CYP2004/03		Ovis aries		Cyprus		2004						4	
KP822007	KP822007	KP822007	10		CYP2011/01		Ovis aries		Cyprus		2011						4	
KP822008	KP822008	KP822008	10		CYP2011/02		Ovis aries		Cyprus		2011						4	
KP822009	KP822009	KP822009	10		CYP2011/03		Ovis aries		Cyprus		2011						4	
KP822010	KP822010	KP822010	10		CYP2011/04		Ovis aries		Cyprus		2011						4	
KP822011	KP822011	KP822011	10		CYP2011/05		Ovis aries		Cyprus		2011						4	
KP822012	KP822012	KP822012	10		EGY1977/01				Egypt		1977						4	
KP822013	KP822013	KP822013	10		FRA2003/01				France		2003						4	
KP822014	KP822014	KP822014	10		FRA2003/03.124				France		2003						4	
KP822015	KP822015	KP822015	10		FRA2003-200				France		2003						4	
KP822016	KP822016	KP822016	10		GRE1979/01		Ovis aries		Greece		1979						4	
KP822017	KP822017	KP822017	10		GRE1999/24		Ovis aries		Greece		1999						4	
KP822018	KP822018	KP822018	10		GRE1999/26		Culicoides obsoletus		Greece		1999						4	
KP822019	KP822019	KP822019	10		GRE2000/07		Ovis aries		Greece		2000						4	
KP822020	KP822020	KP822020	10		GRE2000/08		Culicoides obsoletus		Greece		2000						4	
KP822021	KP822021	KP822021	10		GRE2012/01		Ovis aries		Greece		2012						4	
KP822022	KP822022	KP822022	10		GRE2012/02		Ovis aries		Greece		2012						4	
KP822023	KP822023	KP822023	10		GRE2012/03		Ovis aries		Greece		2012						4	
KP822024	KP822024	KP822024	10		ISR2006/12		Ovis aries		Israel		2006						4	
KP822025	KP822025	KP822025	10		ISR2008/02		Bos taurus		Israel		2008						4	
KP822026	KP822026	KP822026	10		MOR2004/02		Ovis aries		Morocco		2004						4	
KP822027	KP822027	KP822027	10		MOR2009/07		Ovis aries		Morocco		2009						4	
KP822028	KP822028	KP822028	10		MOR2009/08		Ovis aries		Morocco		2009						4	
KP822029	KP822029	KP822029	10		MOR2009/09		Ovis aries		Morocco		2009						4	
KP822030	KP822030	KP822030	10		MOR2009/10		Ovis aries		Morocco		2009						4	
KP822031	KP822031	KP822031	10		RSArrrr/04		Ovis aries		South Africa		1969						4	
KP822032	KP822032	KP822032	10		SPA2003/03		Ovis aries		Spain		2003						4	
KP822033	KP822033	KP822033	10		SPA2004/02		Ovis aries		Spain		2004						4	
KP822034	KP822034	KP822034	10		SPA2005/02		Bos taurus		Spain		2005						4	
KP822035	KP822035	KP822035	10		SPA2010/01		Bos taurus		Spain		2010						4	
KP822036	KP822036	KP822036	10		SUD1983/01		Bos taurus		Sudan		1983						4	
KP822037	KP822037	KP822037	10		ISR2008/13		Bos taurus		Israel		2008						8	
KP822038	KP822038	KP822038	10		GRE2008/01		Ovis aries		Greece		2008						8	
KP822039	KP822039	KP822039	10		NET2008/03		Bos taurus		Netherlands		2008						8	
KP822040	KP822040	KP822040	10		RSA1998/01		Capra hircus		South Africa		1998						8	
KP822041	KP822041	KP822041	10		RSArrrr/08		Ovis aries		South Africa		1937						8	
KP822042	KP822042	KP822042	10		UKG2007/06		Bos taurus		United Kingdom		2007						8	
KP822043	KP822043	KP822043	10		BOS2002/02		Ovis aries		Bosnia and Herzegovina		2002						9	
KP822044	KP822044	KP822044	10		BUL1999/01				Bulgaria		1999						9	
KP822045	KP822045	KP822045	10		GRE1998/01		Ovis aries		Greece		1998						9	
KP822046	KP822046	KP822046	10		GRE1999/06		Ovis aries		Greece		1999						9	
KP822047	KP822047	KP822047	10		GRE1999/31		Bos taurus		Greece		1999						9	
KP822048	KP822048	KP822048	10		ITL2003/01		Ovis aries		Italy		2003						9	
KP822049	KP822049	KP822049	10		KOS2001/01		Ovis aries		Kosovo		2001						9	
KP822050	KP822050	KP822050	10		KOS2001/03		Ovis aries		Kosovo		2001						9	
KP822051	KP822051	KP822051	10		LIB2008/08		Ovis aries		Libya		2008						9	
KP822052	KP822052	KP822052	10		LIB2008/03		Ovis aries		Libya		2008						9	
KP822053	KP822053	KP822053	10		RSArrrr/09		Ovis aries		South Africa		1942						9	
KP822054	KP822054	KP822054	10		RSAvvv1/09		Ovis aries		South Africa		1942						9	
KP822055	KP822055	KP822055	10		SER2001/01		Ovis aries		Serbia		2001						9	
KP822056	KP822056	KP822056	10		TUR1998/02		Ovis aries		Turkey		1998						9	
KP822057	KP822057	KP822057	10		TUR2000/03				Turkey		2000						9	
KP822058	KP822058	KP822058	10		TUR2001/02		Ovis aries		Turkey		2001						9	
KP822059	KP822059	KP822059	10		CAR1982/04				Cameroon		1982						14	
KP822060	KP822060	KP822060	10		POL2012/01		Bos taurus		Poland		2012						14	
KP822061	KP822061	KP822061	10		RUS2011/01		Bos taurus		Russia		2011						14	
KP822062	KP822062	KP822062	10		SPA2012/01		Bos taurus		Spain		2012						14	
KP822063	KP822063	KP822063	10		ISR2006/11		Ovis aries		Israel		2006						15	
KP822064	KP822064	KP822064	10		8inactivated vaccine				Netherlands								8	
KR233814	KR233814	KR233814					Bos taurus		Russia		2011						14	
DQ462580	DQ462580	DQ462580	2		M10				India								2	
DQ462581	DQ462581	DQ462581	2		K8				India								9	
DQ462582	DQ462582	DQ462582	7		Kol-2				India									
AF172825	AF172825	AF172825							China								1	
AF172826	AF172826	AF172826							China								2	
AF172827	AF172827	AF172827							China								3	
AF172828	AF172828	AF172828							China								4	
AF172829	AF172829	AF172829							China								12	
AF172830	AF172830	AF172830							China								15	
AF172831	AF172831	AF172831							China								16	
DQ521598	DQ521598	DQ521598	5		Mehaboobnagar9/2002		Ovis aries		India		2002						9	
L46685	L46685	BTVVP2RC			DPP0090				Australia									
AB106887	AB106887	AB106887	3														21	
AB106888	AB106888	AB106888	3														21	
AB106889	AB106889	AB106889	3														21	
AB127970	AB127970	AB127970			JP/Ibaraki/2001				Japan									
AB244087	AB244087	AB244087							Japan		1997							
AB244088	AB244088	AB244088							Japan		1999							
AB244089	AB244089	AB244089							Japan		2001							
AB449021	AB449021	AB449021	3				Ovis aries		Japan									
AB449022	AB449022	AB449022	3				Bos taurus		Japan									
AB449023	AB449023	AB449023	3				Bos taurus		Japan									
AB449024	AB449024	AB449024	3				Bos taurus		Japan									
AB449029	AB449029	AB449029	3				Bos taurus		Japan									
AB449030	AB449030	AB449030	3				Bos taurus		Japan									
AB449031	AB449031	AB449031	3				Bos taurus		Japan									
AB449032	AB449032	AB449032	3				Bos taurus		Japan									
AB449033	AB449033	AB449033	3				Bos taurus		Japan									
AB449034	AB449034	AB449034	3				Bos taurus		Japan									
AB449035	AB449035	AB449035	3				Bos taurus		Japan									
AB449036	AB449036	AB449036	3				Bos taurus		Japan									
AB449037	AB449037	AB449037	3				Bos taurus		Japan									
AB449038	AB449038	AB449038	3				Bos taurus		Japan									
AB449039	AB449039	AB449039	3				Bos taurus		Japan									
AB449040	AB449040	AB449040	3				Bos taurus		Japan									
AB449041	AB449041	AB449041	3				Bos taurus		Japan									
