sequence_id	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	pmid_reference	alt_reference	alt_reference_url
KP821876	field	Sardinia	spleen	E1BHK2	Mammalian	26252219		
KP821877	field	Sardinia	spleen	E1BHK3	Mammalian	26252219		
KP821878	field	Sardinia	blood	E1BHK3	Mammalian	26252219		
KP821879	field		blood	E1BHK2	Mammalian	26252219		
KP821880	field	Nyala	Culicoides spp	LD3BHK5	Mammalian	26252219		
KP821881	field			E1BHK5	Mammalian	26252219		
KP821882	field			BHK?	Mammalian	26252219		
KP821883	reference	Larnaca-Cyprus		E1BHK6	Mammalian	26252219		
KP821884	field		blood	BHK8	Mammalian	26252219		
KP821885	field	Ammochostos	spleen	CPAE1BHK6	Mammalian	26252219		
KP821886	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821887	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821888	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821889	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821890	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821891	field			E?BHK?	Mammalian	26252219		
KP821892	field	Corsica		E1BHK3	Mammalian	26252219		
KP821893	field	Corsica		E1BHK3	Mammalian	26252219		
KP821894	field	Corsica		E1BHK4	Mammalian	26252219		
KP821895	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian	26252219		
KP821896	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian	26252219		
KP821897	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian	26252219		
KP821898	field	Arta	blood	E2BHK5	Mammalian	26252219		
KP821899	field	Kavala	Culicoides obsoletus	BHK7	Mammalian	26252219		
KP821900	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821901	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821902	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821903	field	Elyakim		CE1BHK1	Mammalian	26252219		
KP821904	field	Zde Eliahu	blood	E2BHK2	Mammalian	26252219		
KP821905	field	El Kebir	blood	E1BHK4	Mammalian	26252219		
KP821906	field	Azrou	blood	KC1	Culicoides	26252219		
KP821907	field	Azrou	blood	KC1	Culicoides	26252219		
KP821908	field	Azrou	blood	KC1	Culicoides	26252219		
KP821909	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821910	reference	Cyprus		BHK9	Mammalian	26252219		
KP821911	field	Menorca	blood	E1BHK3	Mammalian	26252219		
KP821912	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian	26252219		
KP821913	field		blood	E1BHK2	Mammalian	26252219		
KP821914	field	Cadiz-Vejer de la Frontera	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821915	field	Shambat	blood	E1BHK2	Mammalian	26252219		
KP821916	field	Rosh ha-nikra	spleen	KC2	Culicoides	26252219		
KP821917	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides	26252219		
KP821918	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821919	field		blood	E2CER3BHK2	Mammalian	26252219		
KP821920	reference	Transvaal		E2BHK7	Mammalian	26252219		
KP821921	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides	26252219		
KP821922	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian	26252219		
KP821923	field			E1BHK5	Mammalian	26252219		
KP821924	field	Afandou-Rhodes	blood	E2BHK10	Mammalian	26252219		
KP821925	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian	26252219		
KP821926	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides	26252219		
KP821927	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian	26252219		
KP821928	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian	26252219		
KP821929	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian	26252219		
KP821930	field		blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821931	field		blood	KC2	Culicoides	26252219		
KP821932	reference	Pretoria-Transvaal		E3BHK8	Mammalian	26252219		
KP821933	vaccine	Pretoria-Transvaal		E70BHK2P1BHK3P7BHK6	Mammalian	26252219		
KP821934	field		blood	E1BHK4	Mammalian	26252219		
KP821935	field	Aydin	blood	E1BHK1V2	Mammalian	26252219		
KP821936	field	Manisa		E2BHK9	Mammalian	26252219		
KP821937	field	Aydin	blood	E1BHK1V1BHK1	Mammalian	26252219		
KP821938	field			E2BHK3	Mammalian	26252219		
KP821939	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian	26252219		
KP821940	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian	26252219		
KP821941	field		blood	E1BHK1V2	Mammalian	26252219		
KP821942	field	Yachini		CE1BHK1	Mammalian	26252219		
KP821943	vaccine inactivated					26252219		
KP821944	reference	Ermelo-Transvaal		E2BHK7	Mammalian	26252219		
KP821945	field	Lagruere-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821946	field	Romestaing-Lot et Garonne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821947	field	Bieujac-Gironde-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821948	reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian	26252219		
KP821949	reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian	26252219		
KP821950	field	Ammochostos-Achna	blood	VIBHK4	Mammalian	26252219		
KP821951	field	Athalassa	blood	E1BHK2	Mammalian	26252219		
KP821952	field	Nicosia	blood	KC1	Culicoides	26252219		
KP821953	field	Corsica	blood	E1BHK3	Mammalian	26252219		
KP821954	field	Damatria-Rhodes	blood	E2BHK11	Mammalian	26252219		
KP821955	field	Madamados-Lesvos	blood	KC1	Culicoides	26252219		
KP821956	field	Yokneam		E1BHK4	Mammalian	26252219		
KP821957	field	Ein Kamonim	spleen	E1BHK2	Mammalian	26252219		
KP821958	vaccine	HaZara-West Pakistan		E37P3BHK2V1BHK1	Mammalian	26252219		
KP821959	field	Seferihisar-Ismir		E3BHK9	Mammalian	26252219		
KP821960	field	Berrouaghia-Media	spleen	E1BHK2	Mammalian	26252219		
KP821961	field	Berrouaghia-Media	blood	KC3	Culicoides	26252219		
KP821962	field	Laghouat-Dakhla	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821963	field			E1BHK3	Mammalian	26252219		
KP821964	field	Beyrie-en-Bearn-Pyrenees Atlantiques-Aquitaine	blood	E1BHK5	Mammalian	26252219		
KP821965	field	Pinderes-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821966	field	Faurilles-Dordogne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821967	field	Pouylebon-Gascony-Midi-Pyrennes	blood	E1BHK3	Mammalian	26252219		
KP821968	field	Camaret sur mer-Finistere-Brittany	blood	E1BHK3	Mammalian	26252219		
KP821969	field		blood	KC2	Culicoides	26252219		
KP821970	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian	26252219		
KP821971	field	Smiksi-Grevena	spleen	BHK10	Mammalian	26252219		
KP821972	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian	26252219		
KP821973	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821974	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian	26252219		
KP821975	field	Khouribga	blood	KC1	Culicoides	26252219		
KP821976	field	Settat	blood	KC1	Culicoides	26252219		
KP821977	field	Rabat	blood	KC1	Culicoides	26252219		
KP821978	field	Kenitra	blood	KC1	Culicoides	26252219		
KP821979	field	Fes	blood	KC1	Culicoides	26252219		
KP821980	field	Fes	blood	KC1	Culicoides	26252219		
KP821981	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821982	vaccine	Natal		E50P3BHK7	Mammalian	26252219		
KP821983	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821984	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian	26252219		
KP821985	field	Asturias	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821986	field	Galicia	blood	E1C6/36 1BHK5	Mammalian	26252219		
KP821987	field		Culicoides imicola	E2BHK2PP1BHK2	Mammalian	26252219		
KP821988	field		blood	KC1	Culicoides	26252219		
KP821989	field	Corsica		V1BHK5	Mammalian	26252219		
KP821990	field	Corsica	blood	BHK3	Mammalian	26252219		
KP821991	field	Corsica	blood	E1BHK2	Mammalian	26252219		
KP821992	field	Yokneam	spleen	E1BHK5	Mammalian	26252219		
KP821993	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian	26252219		
KP821994	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian	26252219		
KP821995	reference	Ermelo-Transvaal		E2BHK7	Mammalian	26252219		
KP821996	vaccine	Transvaal		E50P3BHK5	Mammalian	26252219		
KP821997	field	Sardinia	spleen	E1BHK2	Mammalian	26252219		
KP821998	field	Sardinia	spleen	E1BHK3	Mammalian	26252219		
KP821999	field	Sardinia	blood	E1BHK3	Mammalian	26252219		
KP822000	field		blood	E1BHK2	Mammalian	26252219		
KP822001	field	Nyala	Culicoides spp	LD3BHK5	Mammalian	26252219		
KP822002	field			E1BHK5	Mammalian	26252219		
KP822003	field			BHK?	Mammalian	26252219		
KP822004	reference	Larnaca-Cyprus		E1BHK6	Mammalian	26252219		
KP822005	field		blood	BHK8	Mammalian	26252219		
KP822006	field	Ammochostos	spleen	CPAE1BHK6	Mammalian	26252219		
KP822007	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP822008	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP822009	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP822010	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP822011	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP822012	field			E?BHK?	Mammalian	26252219		
KP822013	field	Corsica		E1BHK3	Mammalian	26252219		
KP822014	field	Corsica		E1BHK3	Mammalian	26252219		
KP822015	field	Corsica		E1BHK4	Mammalian	26252219		
KP822016	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian	26252219		
KP822017	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian	26252219		
KP822018	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian	26252219		
KP822019	field	Arta	blood	E2BHK5	Mammalian	26252219		
KP822020	field	Kavala	Culicoides obsoletus	BHK7	Mammalian	26252219		
KP822021	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP822022	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP822023	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP822024	field	Elyakim		CE1BHK1	Mammalian	26252219		
KP822025	field	Zde Eliahu	blood	E2BHK2	Mammalian	26252219		
KP822026	field	El Kebir	blood	E1BHK4	Mammalian	26252219		
KP822027	field	Azrou	blood	KC1	Culicoides	26252219		
KP822028	field	Azrou	blood	KC1	Culicoides	26252219		
KP822029	field	Azrou	blood	KC1	Culicoides	26252219		
KP822030	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP822031	reference			BHK9	Mammalian	26252219		
KP822032	field	Menorca	blood	E1BHK3	Mammalian	26252219		
KP822033	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian	26252219		
KP822034	field		blood	E1BHK2	Mammalian	26252219		
KP822035	field	Cadiz-Vejer de la Frontera	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP822036	field	Shambat	blood	E1BHK2	Mammalian	26252219		
KP822037	field	Rosh ha-nikra	spleen	KC2	Culicoides	26252219		
KP822038	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides	26252219		
KP822039	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP822040	field		blood	E2CER3BHK2	Mammalian	26252219		
KP822041	reference	Transvaal		E2BHK7	Mammalian	26252219		
KP822042	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides	26252219		
KP822043	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian	26252219		
KP822044	field			E1BHK5	Mammalian	26252219		
KP822045	field	Afandou-Rhodes	blood	E2BHK10	Mammalian	26252219		
KP822046	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian	26252219		
KP822047	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides	26252219		
KP822048	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian	26252219		
KP822049	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian	26252219		
KP822050	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian	26252219		
KP822051	field		blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP822052	field		blood	KC2	Culicoides	26252219		
KP822053	reference	Pretoria-Transvaal		E3BHK8	Mammalian	26252219		
KP822054	vaccine	Pretoria-Transvaal		E70BHK2P1BHK3P7BHK6	Mammalian	26252219		
KP822055	field		blood	E1BHK4	Mammalian	26252219		
KP822056	field	Aydin	blood	E1BHK1V2	Mammalian	26252219		
KP822057	field	Manisa		E2BHK9	Mammalian	26252219		
KP822058	field	Aydin	blood	E1BHK1V1BHK1	Mammalian	26252219		
KP822059	field			E2BHK3	Mammalian	26252219		
KP822060	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian	26252219		
KP822061	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian	26252219		
KP822062	field		blood	E1BHK1V2	Mammalian	26252219		
KP822063	field	Yachini		CE1BHK1	Mammalian	26252219		
KP822064	vaccine inactivated					26252219		
KR233814	field		blood					
DQ462580	field	Mahboobnagar-Andhara Pradesh		BHK?	Mammalian			
DQ462581	field	Andhara Pradesh		BHK?	Mammalian			
DQ462582	field	Kolkata-West Bengal		BHK?	Mammalian			
AF172825	field	Shizong-Yunnan	blood	Sheep1BHK14	Mammalian	10948989		
AF172826	field	Jinghong-Yunnan	blood	E1C6/36 1BHK4	Mammalian	10948989		
AF172827	field	Ershang-Yunnan	blood	E1C6/36 1BHK5	Mammalian	10948989		
AF172828	field	Dehong-Yunnan	blood	E1C6/36 1BHK5	Mammalian	10948989		
AF172829	field	Jinghong-Yunnan	blood	E1C6/36 1BHK4	Mammalian	10948989		
AF172830	field	Ershang-Yunnan	blood	E1C6/36 1BHK5	Mammalian	10948989		
AF172831	field	Wuxi-Sichuan	blood	Sheep1BHK12	Mammalian	10948989		
DQ521598	field	Sudheer						
L46685	field					8837885		
AB106887	field		blood	HmLu-1?	Mammalian			
AB106888	field		blood	HmLu-1?	Mammalian			
AB106889	field		blood	HmLu-1?	Mammalian			
AB127970	field	Ibaraki						
AB244087	field	Okayama	blood				J.Jpn.Vet.Med.Assoc 59, 535-539 (2006)	http://doi.org/10.12935/jvma1951.59.535
AB244088	field	Okayama	blood				J.Jpn.Vet.Med.Assoc 59, 535-539 (2006)	http://doi.org/10.12935/jvma1951.59.535
AB244089	field	Okayama	blood	BHK?	Mammalian		J.Jpn.Vet.Med.Assoc 59, 535-539 (2006)	http://doi.org/10.12935/jvma1951.59.535
AB449021	field	Tochigi	spleen					
AB449022	field	Tochigi	blood					
AB449023	field	Tochigi	blood					
AB449024	field	Tochigi	blood					
AB449029	field	Tochigi	blood					
AB449030	field	Tochigi	blood					
AB449031	field	Tochigi	blood					
AB449032	field	Tochigi	blood					
AB449033	field	Tochigi	blood					
AB449034	field	Tochigi	blood					
AB449035	field	Tochigi	blood					
AB449036	field	Tochigi	blood					
AB449037	field	Tochigi	blood					
AB449038	field	Tochigi	blood					
AB449039	field	Tochigi	blood					
AB449040	field	Tochigi	blood					
AB449041	field	Tochigi	blood					
AB449042	field	Tochigi	blood					
AB449043	field	Tochigi	blood					
AB449044	field	Tochigi	blood					
AB449045	field	Tochigi	blood					
AB449046	field	Tochigi	blood					
AB449047	field	Tochigi	blood					
AB449048	field	Tochigi	blood					
AB449049	field	Tochigi	spleen					
AB449050	field	Tochigi	blood					
AB449051	field	Tochigi	blood					
AB449052	field	Tochigi	blood					
AB449053	field	Tochigi	blood					
AB449054	field	Tochigi	blood					
AB449055	field	Tochigi	spleen					
AB449056	field	Tochigi	blood					
AB449057	field	Tochigi	blood					
AB449058	field	Tochigi	blood					
AB449059	field	Tochigi	blood					
AB473807						21187684		
AB473808								
AB504735	field	Naha-Okinawa	Culicoides brevitarsis				Eisei Dobutsu 61, 85-91 (2010)	
AB504736	field	Naha-Okinawa	Culicoides brevitarsis				Eisei Dobutsu 61, 85-91 (2010)	
AB686213	field	Kumamoto	blood	HmLu-1/6	Mammalian	22422063		
AB686214	field	Kagoshima	blood	BHK2HmLu-1/4	Mammalian	22422063		
AB686215	field	Okinawa	blood	HmLu-1/6	Mammalian	22422063		
AB686216	field	Okinawa	Culicoides sp.	HmLu-1/6	Mammalian	22422063		
AB686217	field	Okinawa	blood	HmLu-1/8	Mammalian	22422063		
AB686218	field	Tochigi	blood	E1V3HmLu-1/9	Mammalian	22422063		
AB686219	field	Okinawa	blood	HmLu-1/6	Mammalian	22422063		
AB686220	field	Miyazaki	Culicoides sp.	HmLu-1/6	Mammalian	22422063		
AB686221	field	Kagoshima	Culicoides sp.	BHK6	Mammalian	22422063		
AB686222	field	Nagasaki	blood	C6/36 2HmLu-1/5	Aedes albopictus-Mammalian	22422063		
AB686223	field	Okinawa	Culicoides brevitarsis	BHK5	Mammalian	22422063		
AB686224	field	Miyazaki	Culicoides sp.	HmLu-1/6	Mammalian	22422063		
AB686225	field	Kagoshima	Culicoides maculatus	BHK5	Mammalian	22422063		
AB686226	field	Kagoshima	Culicoides sp.	BHK5	Mammalian	22422063		
AB686227	field	Kumamoto	blood	HmLu-1/6	Mammalian	22422063		
AB686228	field	Kagoshima	blood	BHK2HmLu-1/4	Mammalian	22422063		
AB686229	field	Okinawa	blood	HmLu-1/6	Mammalian	22422063		
AB686230	field	Okinawa	Culicoides sp.	HmLu-1/6	Mammalian	22422063		
AB686231	field	Okinawa	blood	HmLu-1/8	Mammalian	22422063		
AB686232	field	Tochigi	blood	E1V3HmLu-1/9	Mammalian	22422063		
AB686233	field	Okinawa	blood	HmLu-1/6	Mammalian	22422063		
AB686234	field	Miyazaki	Culicoides sp.	HmLu-1/6	Mammalian	22422063		
AB686235	field	Kagoshima	Culicoides sp.	BHK6	Mammalian	22422063		
AB686236	field	Nagasaki	blood	C6/36 2HmLu-1/5	Aedes albopictus-Mammalian	22422063		
AB686237	field	Okinawa	Culicoides brevitarsis	BHK5	Mammalian	22422063		
AB686238	field	Miyazaki	Culicoides sp.	HmLu-1/6	Mammalian	22422063		
AB686239	field	Kagoshima	Culicoides maculatus	BHK5	Mammalian	22422063		
AB686240	field	Kagoshima	Culicoides sp.	BHK5	Mammalian	22422063		
AF017278	field	Colorado				9612723		
AF017279	field	California				9612723		
AF017280	field	California				9612723		
AF017281	field	Colorado				9612723		
AF018264	field							
AF044372		California		?BHK?	Mammalian	9712508		
AF044373		Texas		?BHK?	Mammalian	9712508		
AF044374		Idaho		?BHK?	Mammalian	9712508		
AF044375		Wyoming		?BHK?	Mammalian	9712508		
AF044376	vaccine			?BHK?	Mammalian	9712508		
AF044377	vaccine			?BHK?	Mammalian	9712508		
AF044378	vaccine			?BHK?	Mammalian	9712508		
AF044379	field	Kern-California		?BHK?	Mammalian	9712508		
AF044380	field	Solano-California		?BHK?	Mammalian	9712508		
AF044381	field	East Baton Rouge -Louisiana		?BHK?	Mammalian	9712508		
AF044382	field	Stanislaus-California		?BHK?	Mammalian	9712508		
AF044383	field	Kern-California		?BHK?	Mammalian	9712508		
AF044384	field	Riverside-California		?BHK?	Mammalian	9712508		
AF044385	field	Mendocino-California		?BHK?	Mammalian	9712508		
AF044386	field	Pershing-Nebraska		?BHK?	Mammalian	9712508		
AF044702	field	Kern-California		?BHK?	Mammalian	9712508		
AF044703	field	Kern-California		?BHK?	Mammalian	9712508		
AF044704	field	Kern-California		?BHK?	Mammalian	9712508		
AF044705	field	San Bernadino-California		?BHK?	Mammalian	9712508		
AF044706	field	Merced-California		?BHK?	Mammalian	9712508		
AF044707	field	Kern-California		?BHK?	Mammalian	9712508		
AF044708	field	Riverside-California		?BHK?	Mammalian	9712508		
AF044709	field	Linden-California		?BHK?	Mammalian	9712508		
AF044710	field	Riverside-California		?BHK?	Mammalian	9712508		
AF044711	field	Wilder-Idaho		?BHK?	Mammalian	9712508		
AF044712	field	Stanislaus-California		?BHK?	Mammalian	9712508		
AF044713	field	Ada-Idaho		?BHK?	Mammalian	9712508		
AF135217	field	Shizong		?BHK?	Mammalian	10475085		
AF135218	field	Jinghong	blood	?BHK?	Mammalian	10475085		
AF135219	field	Ershang	blood	?BHK?	Mammalian	10475085		
AF135220	field	Dehong	blood	?BHK?	Mammalian	10475085		
AF135221	field	Ershang	blood	?BHK?	Mammalian	10475085		
AF135222	field	Wuxi		?BHK?	Mammalian	10475085		
AF135223	field	Shizong		?BHK?	Mammalian	10475085		
AF135224	field	Jinghong	blood	?BHK?	Mammalian	10475085		
AF135225	field	Ershang	blood	?BHK?	Mammalian	10475085		
AF135226	field	Dehong	blood	?BHK?	Mammalian	10475085		
AF135227	field	Jinghong	blood	?BHK?	Mammalian	10475085		
AF135228	field	Ershang	blood	?BHK?	Mammalian	10475085		
AF135229	field	Wuxi		?BHK?	Mammalian	10475085		
AF135230	NULL			?BHK?	Mammalian	10475085		
AF188644	field			E1BHK3	Mammalian	10867193		
AF188645	field			E1BHK4	Mammalian	10867193		
AF188646	field			E1BHK3	Mammalian	10867193		
AF188647	field			E1BHK3	Mammalian	10867193		
AF188648	field			E1BHK3	Mammalian	10867193		
AF188649	field			E1BHK7	Mammalian	10867193		
AF188650	field			E1BHK6	Mammalian	10867193		
AF188651	field			E1BHK3	Mammalian	10867193		
AF188652	field			E1BHK6	Mammalian	10867193		
AF188653	field			E1BHK3	Mammalian	10867193		
AF188654	field			E1BHK4	Mammalian	10867193		
AF188655	field			E1BHK3	Mammalian	10867193		
AF188656	field			E1BHK3	Mammalian	10867193		
AF188657	field			E1BHK3	Mammalian	10867193		
AF188658	field			E1BHK3	Mammalian	10867193		
AF188659	field			E1BHK3	Mammalian	10867193		
AF188660	field	Ona-Florida		E1BHK2L929/7BHK2	Mammalian	10867193		
AF188661	field			E1BHK6	Mammalian	10867193		
AF188662	field			E1BHK3	Mammalian	10867193		
AF188663	field			E1BHK3	Mammalian	10867193		
AF188664	field			E1BHK6	Mammalian	10867193		
AF188665	field			E1BHK6	Mammalian	10867193		
AF188666	field			E1BHK6	Mammalian	10867193		
AF188667	field			E1BHK3	Mammalian	10867193		
AF188668	field			E1BHK7	Mammalian	10867193		
AF188669	field			E2BHK5	Mammalian	10867193		
AF188670	field			E1BHK4	Mammalian	10867193		
AF188671	field			E1BHK3	Mammalian	10867193		
AF188672	NULL					10867193		
AF188673	field			E2BHK5	Mammalian	10867193		
AF188674	field	Ona-Florida		E1BHK2L929/7BHK5	Mammalian	10867193		
AF346302	field	Corsica				12036242		
AF356601	field	Corsica				12036242		
AF397280	field	Southern  California	Culicoides sonorensis			11900839		
AF397281	field	Southern  California				11900839		
AF397282	field	Southern  California				11900839		
AF397283	field	Southern  California				11900839		
AF397284	field	Southern  California				11900839		
AF397285	field	Southern  California				11900839		
AF397286	field	Southern  California	Culicoides sonorensis			11900839		
AF397287	field	Southern  California	Culicoides sonorensis			11900839		
AF397288	field	Southern  California	Culicoides sonorensis			11900839		
AF397289	field	Southern  California	Culicoides sonorensis			11900839		
AF397290	field	Southern  California	Culicoides sonorensis			11900839		
AF397291	field	Southern  California	Culicoides sonorensis			11900839		
AF397292	field	Southern  California	Culicoides sonorensis			11900839		
AF397293	field	Southern  California	Culicoides sonorensis			11900839		
AF397294	field	Southern  California	Culicoides sonorensis			11900839		
